Name,Price,Stock,Sku,Image_url,Description,Bukalapak_link,Tokopedia_link,Shopee_link,Whatsapp
PATRIOT SIGNATURE PREMIUM 16GB KIT DDR4 3200MHZ,650.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/b1c3f128a6dccfb13c47ff7ffa7e4b89_patriot-signature-premium-16gb-kit-ddr4-3200mhz_1.webp'], Spesifikasi Produk :  • Series: Signature Line Premium • Form Factor: 288-Pin Unbuffered Dual In-Line Memory Module (UDIMM) • Technology : DDR 4 Non-ECC Unbuffered • 100% Tested • Aluminum Heatshield • RoHS Compliant  • Limited lifetime warranty • Capacity: 16GB (2x8GB) • Frequency: 3200MHz (PC4-25600) • (One) 1 Rank Single ,https://www.bukalapak.com/p/komputer/desktop/ram/4hmduts-jual-patriot-signature-premium-ddr4-16gb-kit-2x8gb-3200mhz,https://www.tokopedia.com/starcomporigin/patriot-signature-premium-ddr4-16gb-kit-2x8gb-3200mhz,https://shopee.co.id/Patriot-Signature-Premium-DDR4-16GB-Kit-(2x8GB)-3200MHz-i.40255164.19688395390?sp_atk=4c07d6cc-2ee2-4d4e-9249-00d811d30340&xptdk=4c07d6cc-2ee2-4d4e-9249-00d811d30340,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
PATRIOT VIPER STEEL RGB 32GB KIT DDR4 3600MHZ,1.339.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/dcead302fa6c65e189f46c498458560e_patriot-viper-steel-rgb-32gb-kit-ddr4-3600mhz_1.webp'], Spesifikasi Produk :  Patriot Viper Steel RGB DDR4 merupakan RAM yang dirancang dengan mempertimbangkan kinerja nyata. Produk ini dibangun untuk platform Intel dan AMD™ terbaru. Memori DDR4 dari RAM ini mampu memberikan kinerja dan stabilitas terbaik untuk komputer kamu. Pelindung panas aluminium yang terdapat pada RAM ini memiliki kinerja tinggi dan telah dirancang khusus untuk memberikan tampilan yang elegan dan tangguh.  ✔ Penyebar panas aluminium dengan desain logo Viper emas elemen ✔ Sinkronisasi RGB dengan aplikasi motherboard ASUS/ASRock/MSI/Gigabyte ✔ Mendukung XMP 2.0 untuk otomatis overclocking ✔ Diuji di seluruh Intel dan AMD terbaru terbaru untuk performa yang andal dan cepat ✔ Garansi terbatas seumur hidup ✔ Kapasitas: 32GB (2 x 16GB)  • Tested Frequency Profile 1: PC4-28800 (3600MHz) • Tested Timings: 18-22-22-42 • Tested Voltage for Profile 1: 1.35V • Format: NON-ECC Unbuffered DIMM • Pin Out: 288-Pin ,https://www.bukalapak.com/p/komputer/desktop/ram/4hmds9j-jual-patriot-viper-steel-rgb-ddr4-32gb-kit-2x16gb-3600mhz-kit,https://www.tokopedia.com/starcomporigin/patriot-viper-steel-rgb-ddr4-32gb-kit-2x16gb-3600mhz,https://shopee.co.id/Patriot-Viper-Steel-RGB-DDR4-32GB-Kit-(2x16GB)-3600MHz-Kit-i.40255164.17997353617?sp_atk=71460632-2f0d-4266-b32d-95b4a8dac780&xptdk=71460632-2f0d-4266-b32d-95b4a8dac780,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
TEAM ELITE PLUS 16GB DDR5 SINGLE,975.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/d90588c1e604a020b0020823b4a6181a_team-elite-plus-16gb-ddr5-single_1.webp']," Features Simple design and comprehensive protection Frequency further enhanced for upgraded performance Effective power system configuration with low voltage for power reduction Transcend capacity limit with diverse upgrade options Optimized structure with exceptional access efficiency On-Die ECC mechanism for enhanced data transmission stability Compatible with DDR5 platforms of Intel and AMD systems   Module Type : DDR5 288 Pin Non-ECC Unbuffered DIMM Frequency : 4800Mhz Latency : CL40-40-40-77 Capacity : 8GB - 16GB - 32GB ( Dual Channel) Data Transfer Bandwidth : 38,400 MB/s (PC5 38400) Voltage : 1.1V Compatibility : Intel: 600 Series AMD: 600 Series Dimensions : 31.25(H) x 133.4(L) x 6.6(W)mm Heat Sink : Aluminum heat-sink Warranty : Lifetime warranty Lifetime warranty ",https://www.bukalapak.com/p/komputer/desktop/ram/4hm774p-jual-team-elite-plus-16gb-ddr5-1x16-pc-4800-memory-team-elite,https://www.tokopedia.com/starcomporigin/team-elite-plus-16gb-ddr5-1x16-pc-4800-memory-team-elite,https://shopee.co.id/TEAM-ELITE-PLUS-16GB-DDR5-(1X16)-PC-4800-Memory-Team-Elite--i.40255164.23065490926?sp_atk=638bd908-bcaa-4f6e-bd59-0ad04e20fba5&xptdk=638bd908-bcaa-4f6e-bd59-0ad04e20fba5,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
CORSAIR VENGEANCE RGB PRO SL 16GB KIT 3200MHZ,999.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/2b91dc0f3428e21e8aed15dc4f416f1b_corsair-vengeance-rgb-pro-sl-16gb-kit-3200mhz_1.webp']," Spesifikasi Produk :  Memory Series : VENGEANCE RGB PRO SL Memory Type : DDR4 Memory Size : 16GB Kit (2 x 8GB) Tested Latency : 16-20-20-38 Tested Voltage : 1.35V Tested Speed : 3200MHz LED Lighting : RGB Single Zone / Multi-Zone Lighting : Individually Addressable SPD Latency : 15-15-15-36 SPD Speed : 2133MHz SPD Voltage : 1.2V Speed Rating : PC4-25600 (3200MHz)  Compatibility Intel 300 Series,Intel 400 Series,Intel 500 Series,Intel 500 Series,AMD 300 Series,AMD 400 Series,AMD 500 Series,AMD X570  Heat Spreader : Anodized Aluminum Package Memory Format : DIMM Performance Profile : XMP 2.0 Package Memory Pin : 288  LIMITED LIFETIME WARRANTY BY CORSAIR ",None,https://www.tokopedia.com/starcomporigin/corsair-vengeance-rgb-pro-sl-16gb-kit-ram-2x8gb-pc3200-c16,https://shopee.co.id/Corsair-VENGEANCE-RGB-PRO-SL-16GB-KIT-RAM-2x8GB-PC3200-C16-i.40255164.18060883432?sp_atk=2da6cfff-3579-4a09-acd7-0dd2fd4705ba&xptdk=2da6cfff-3579-4a09-acd7-0dd2fd4705ba,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
TEAM T-FORCE DELTA RGB 32GB KIT DDR4 3200MHZ WHITE,1.899.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/1961a86a97fc16f65115491239183c1a_team-t-force-delta-rgb-32gb-kit-ddr4-3200mhz-white_1.webp']," Spesifikasi Produk :  Module Type : 288 Pin Unbuffered DIMM Non ECC Frequency : 3200 Capacity : 32GB Data Transfer Bandwidth : 25,600 MB/s Voltage : 1.35V Dimensions : 49(H) x 147(L) x 7(W)mm Warranty : Lifetime warranty ",https://www.bukalapak.com/p/komputer/desktop/ram/4hgu2o7-jual-team-t-force-delta-rgb-32gb-kit-3200-black-white-pc-ram-ddr4-3200mhz,https://www.tokopedia.com/starcomporigin/team-t-force-delta-rgb-32gb-kit-3200-black-white-pc-ram-ddr4-3200mhz-hitam,https://shopee.co.id/Team-T-Force-Delta-RGB-32GB-Kit-3200-Black-White-PC-RAM-DDR4-3200MHz-i.40255164.17288896096?sp_atk=8b43b532-fb93-4b8c-b16a-9af305fa0265&xptdk=8b43b532-fb93-4b8c-b16a-9af305fa0265,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
VENOM RX 8GB DDR4 3200,315.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/c5bf76ba297c280d38e174fecf1a1770_venom-rx-8gb-ddr4-3200_1.webp'], Capacity: -8GB  Model DDR4  Speed 3200 MHz  LIFETIME WARRANTY ,None,https://www.tokopedia.com/starcomporigin/ram-memory-venomrx-sodimm-8gb-ddr4-3200,https://shopee.co.id/VenomRX-Memory-RAM-Sodimm-8GB-DDR4-3200-i.40255164.15094345503?sp_atk=2577b1c3-d048-494e-b721-ab302c76073c&xptdk=2577b1c3-d048-494e-b721-ab302c76073c,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ADATA 8GB DDR5 4800MHZ,709.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/69b4b743b1113d86f94215f9ea2ee035_adata-8gb-ddr5-4800mhz_1.webp'], Memory Type : DDR5 Form Factor : SO-DIMM Capacity : 8GB Speeds : 4800MT/s CAS Latencies : 40 Operating Voltage : 1.1V Operating temperature : 0°C to 85°C ,https://www.bukalapak.com/p/komputer/desktop/ram/4hgstbp-jual-adata-ddr5-8gb-4800mhz-single-sodimm-memory-laptop-ddr5-4800,https://www.tokopedia.com/starcomporigin/adata-ddr5-8gb-4800mhz-single-sodimm-memory-laptop-ddr5-4800,https://shopee.co.id/ADATA-DDR5-8GB-4800MHz-SINGLE-SODIMM-Memory-Laptop-DDR5-4800-i.40255164.18859068842?sp_atk=ef2ec53e-1e24-419f-9ab3-e1604e6f50dd&xptdk=ef2ec53e-1e24-419f-9ab3-e1604e6f50dd,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
KINGSTON FURY BEAST RGB 8GB DDR5 5200MHZ,810.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/838e0de5a6b6f0fdf8c6920d88517931_kingston-fury-beast-rgb-8gb-ddr5-5200mhz_1.webp'], Spesifikasi Produk :  SKU KF552C40BBA-8 EAN/UPC Code 740617328615 Brand Kingston Memory Capacity 8GB Module Quantity 1 Module Speed (Data Rate) 5200MT/s (PC5-41600) Module Type DIMM Error Check Non-ECC Model/Series/Type Fury Beast CAS Latency CL40 Form Factor DDR5 Rank 1R (Single Rank) Warranty Lifetime Pins 288 Pin Operating Temperature 0°C to 85°C RGB Lighting Yes DRAM Density 16Gbit Memory Voltage 1.25v Memory Depth 1G Product Condition New Product Type/Family RAM Packaging Type Retail Chip Organization x16 Data Width X64 Memory Profiling XMP ,None,https://www.tokopedia.com/starcomporigin/kingston-fury-beast-rgb-ddr5-5200mhz-8gb-1x8gb-ram-kingston,None,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
TEAM T-FORCE ZEUS 16GB DDR4 2666MHZ,799.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/0209611fdee4d2142b1088c9984eb787_team-t-force-zeus-16gb-ddr4-2666mhz_1.webp']," Spesifikasi Produk :  Module Type DDR4 260 PIN SO-DIMM Frequency 2666Mhz Voltage 1.2V Data Transfer Bandwidth 21,300 MB/s (PC4 21300) ",https://www.bukalapak.com/p/komputer/desktop/ram/4he6fkm-jual-team-t-force-zeus-sodimm-16gb-ddr4-pc-2666?from=product_owner&product_owner=normal_seller,https://www.tokopedia.com/starcomporigin/team-t-force-zeus-sodimm-16gb-ddr4-pc-2666,https://shopee.co.id/TEAM-T-FORCE-ZEUS-SODIMM-16GB-DDR4-PC-2666-i.40255164.20741347893?sp_atk=cc4e334c-ff04-4656-b972-76abf2b24e37&xptdk=cc4e334c-ff04-4656-b972-76abf2b24e37,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
V-GEN TSUNAMI X DDR4 8GB KIT 3200MHZ CL16 RGB,825.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/30b33cb64f91472ae785c7cfd415fa44_v-gen-tsunami-x-ddr4-8gb-kit-3200mhz-cl16-rgb_1.webp']," Spesifikasi Produk :839000  Ultra Low Voltage 1.35V XMP 2.0 supports Capable of operating above the rate XMP speed Alluminium Alloy Heat Spreader with 1mm thickness,low heat operation 10L Layers PCB (Durability Certified) QC Pass for 24/7 (168 Hours) Burning Test Built in RGB Breathing light Limited Lifetime Warranty With Major Brand IC : Samsung / Hynix / Micron ",None,https://www.tokopedia.com/starcomporigin/v-gen-ram-ddr4-tsunami-x-8gb-kit-2x4gb-3200-cl16-rgb-gaming-vgen,https://shopee.co.id/V-GeN-RAM-DDR4-TSUNAMI-X-8GB-Kit-(2x4GB)-3200-CL16-RGB-GAMING-VGEN-i.40255164.21738931575?sp_atk=ca3194d9-a9f3-4bce-8a61-ae7285022579&xptdk=ca3194d9-a9f3-4bce-8a61-ae7285022579,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
VENOMRX 8GB DDR4 3200MHZ SUPER RGB,430.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/335b46fb0f1b5d64ef57217663a4634f_venomrx-8gb-ddr4-3200mhz-super-rgb_1.webp']," Spesifikasi Produk :  Kapasitas : 8GB Interface : DDR4-3200 Memory Module : PC4-25600 Bus Speed : 3200 Mhz Bandwitch : 25600 MB/s  Voltage : 1,2 V Jumlah Pin : 288-pin Headsink : Aluminium White Heatsink With Super RGB Led (Fixed) Support : Single and Dual Channel ",https://www.bukalapak.com/p/komputer/desktop/ram/4hds92v-jual-venomrx-ram-longdimm-ddr4-8gb-pc-3200-super-rgb-venom-rx,https://www.tokopedia.com/starcomporigin/venomrx-ram-longdimm-ddr4-8gb-pc-3200-super-rgb-venom-rx,https://shopee.co.id/VenomRX-RAM-Longdimm-DDR4-8GB-PC-3200-Super-RGB-Venom-RX-i.40255164.20138339870?sp_atk=59540a48-11df-4749-8a13-4c6dc242c930&xptdk=59540a48-11df-4749-8a13-4c6dc242c930,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
V-GEN 4GB DDR4  2666MHZ RESCUE,279.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/f127c1d7cca231c25ee2db37a6fc6665_v-gen-4gb-ddr4-2666mhz-rescue_1.webp'], SPECIFICATION  Type : SO-DIMM DDR4 Size : 68 x 30 x 2 mm: Status : Regular Kapasitas : 4 GB Kecepatan : 2400/2666 MHz ,https://www.bukalapak.com/p/komputer/desktop/ram/4hdm714-jual-sodim-v-gen-rescue-ddr4-4gb-2666-v-gen,https://www.tokopedia.com/starcomporigin/sodim-v-gen-rescue-ddr4-4gb-2666-v-gen,https://shopee.co.id/Sodim-VGen-Rescue-DDR4-4GB-2666-V-Gen-Ram-Laptop-i.40255164.20437180614?sp_atk=5ece045b-d0b5-474f-80d8-497093e1efb2&xptdk=5ece045b-d0b5-474f-80d8-497093e1efb2,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ADATA XPG SPECTRIX D50 RGB 32GB KIT 3200RAM DDR4 3200MHZ,1.799.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/87bd39fab930481e19c5a1dad7a0dc81_adata-xpg-spectrix-d50-rgb-32gb-kit-3200ram-ddr4-3200mhz_1.webp'], Spesifikasi Produk :  DDR4-3200 PC4-25600 16GB x 2 White  • Blazing Fast • Solid Construction • Elegant Geometric Styling • RGB Your Way • Supports Intel® Extreme Memory Profile (XMP) 2.0 • Ready for AMD- and Intel-based systems ,https://www.bukalapak.com/p/komputer/desktop/ram/4hdgn31-jual-adata-xpg-spectrix-d50-rgb-32gb-kit-3200-2x16gb-ram-ddr4-3200mhz,https://www.tokopedia.com/starcomporigin/adata-xpg-spectrix-d50-rgb-32gb-kit-3200-2x16gb-ram-ddr4-3200mhz-putih,https://shopee.co.id/ADATA-XPG-SPECTRIX-D50-RGB-32GB-KIT-3200-(2x16GB)-RAM-DDR4-3200mhz-i.40255164.20736195512?sp_atk=f5a7f6f1-0f78-4c86-81e2-874c90cca4ec&xptdk=f5a7f6f1-0f78-4c86-81e2-874c90cca4ec,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
V-GEN RESCUE 8GB DDR4 2666 MHZ,478.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/244976e57e33af52f590dcbae68324ed_v-gen-rescue-8gb-ddr4-2666-mhz_1.webp'], Type : Long-DIMM DDR4 Size : 130 x 30 x 2 mm Status : Regular Kapasitas : 8GB Kecepatan : 2666MHz Garansi Limited Lifetime Warranty ,https://www.bukalapak.com/p/komputer/desktop/ram/4h8xkh4-jual-ram-v-gen-8gb-ddr4-2666-mhz-rescue-longdimm-vgen-8gb-rescue-ddr4,https://www.tokopedia.com/starcomporigin/ram-v-gen-8gb-ddr4-2666-mhz-rescue-longdimm-vgen-8gb-rescue-ddr4,https://shopee.co.id/Ram-PC-V-GeN-8GB-DDR4-2666Mhz-V-GeN-Longdimm-Rescue-i.40255164.20505410434?sp_atk=a87a7603-efee-47ad-b900-89c33f827560&xptdk=a87a7603-efee-47ad-b900-89c33f827560,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
KINGSTON FURY BEAST RGB 32GB KIT 3200MHZ,2.140.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/bc038dd00eabf7c6b5367272a21d54a2_kingston-fury-beast-rgb-32gb-kit-3200mhz_1.webp'], Spesifikasi Produk :  Kapasitas: 32GB (2x16GB) Frekuensi: 3200MHz Latency: CL16 Voltase: 1.35V Dimensi Produk: 133.35mm x 41.24mm x 7mm Dioptimalkan untuk Intel XMP dan AMD Ryzen ,https://www.bukalapak.com/p/komputer/desktop/ram/4h8q9uv-jual-kingston-fury-beast-rgb-32gb-kit-3200-16gbx2-ddr4-memory-3200mhz,https://www.tokopedia.com/starcomporigin/kingston-fury-beast-rgb-32gb-kit-3200-16gbx2-ddr4-memory-3200mhz,https://shopee.co.id/Kingston-Fury-Beast-RGB-32GB-Kit-3200-(16GBx2)-DDR4-Memory-3200MHz-i.40255164.18902879056?sp_atk=b8d6105e-e2bb-4567-80f5-eec034763dbb&xptdk=b8d6105e-e2bb-4567-80f5-eec034763dbb,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
APACER NOX RGB 16GB KIT 3200MHZ BLACK,1.210.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/ed2596a6c5ac64a004743a2b2b65eeea_apacer-nox-rgb-16gb-kit-3200mhz-black_1.webp', 'https://starcompjogja.com/storage/product/688b37f35598a5ed5020e511f1305556_apacer-nox-rgb-16gb-kit-3200mhz-black_2.webp', 'https://starcompjogja.com/storage/product/688b37f35598a5ed5020e511f1305556_apacer-nox-rgb-16gb-kit-3200mhz-black_3.webp']", Spesifikasi Produk :  Frequency: 3200 MHz Capacity: 16GB (2x8GB) Voltage: 1.35V CAS Latency: 16-20-20-38 Intel XMP 2.0: Yes Package : Dual Channel package Warranty : Limited lifetime warranty ,https://www.bukalapak.com/p/komputer/desktop/ram/4h8bxoj-jual-apacer-nox-rgb-16gb-kit-3200-2x8gb-black-ddr4-pc-ram-3200mhz,https://www.tokopedia.com/starcomporigin/apacer-nox-rgb-16gb-kit-3200-2x8gb-black-ddr4-pc-ram-3200mhz,https://shopee.co.id/APACER-NOX-RGB-16GB-KIT-3200-(2x8GB)-BLACK-DDR4-PC-RAM-3200Mhz-i.40255164.13192210891?sp_atk=9d546334-82eb-4b8e-85b5-228b6fe4e480&xptdk=9d546334-82eb-4b8e-85b5-228b6fe4e480,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
TEAM T-CREATE CLASSIC 16GB KIT 3200MHZ,1.029.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/eed261c84d4cc88bd9daa588d7133cc8_team-t-create-classic-16gb-kit-3200mhz_1.webp', 'https://starcompjogja.com/storage/product/eed261c84d4cc88bd9daa588d7133cc8_team-t-create-classic-16gb-kit-3200mhz_2.webp', 'https://starcompjogja.com/storage/product/eed261c84d4cc88bd9daa588d7133cc8_team-t-create-classic-16gb-kit-3200mhz_3.webp']"," Spesifikasi Produk :  Capacity 8GBx2  Frequency 3200  Data Transfer Bandwidth 25,600 MB/s (PC4 25600)  Latency CL22-22-22-52  Voltage 1.2V  Dimensions 32(H) x 140(L) x 7(W)mm  Heat Spreader Aluminum heat spreader  Warranty Lifetime warranty ",https://www.bukalapak.com/p/komputer/desktop/ram/4h89pc7-jual-team-t-create-classic-16gb-kit-3200-8gbx2-ddr4-3200mhz-ram,https://www.tokopedia.com/starcomporigin/team-t-create-classic-16gb-kit-3200-8gbx2-ddr4-3200mhz-ram,https://shopee.co.id/Team-T-Create-Classic-16GB-Kit-3200-(8GBx2)-DDR4-3200Mhz-RAM-i.40255164.16266633737?sp_atk=be417405-042f-4941-80f5-a0b87e54ba6c&xptdk=be417405-042f-4941-80f5-a0b87e54ba6c,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
KINGSTON 16GB DDR4 3200 KVR32S22D8/16 SODIMM,1.099.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/835964e6cb3dcd0b833bb5f81ffc521b_kingston-16gb-ddr4-3200-kvr32s22d816-sodimm_1.webp'], Spesifikasi Produk :  Kapasitas: 16GB DDR4 Frekuensi 3200MHz Konsumsi Daya lebih rendah daripada DDR3 Upgrade mudah untuk Laptop Garansi Lifetime ,https://www.bukalapak.com/p/komputer/desktop/ram/4h6gxam-jual-kingston-memory-sodimm-16gb-ddr4-3200,https://www.tokopedia.com/starcomporigin/kingston-memory-sodimm-16gb-ddr4-3200-kvr32s22d8-16-ram-laptop,https://shopee.co.id/Kingston-Memory-Sodimm-16GB-DDR4-3200-KVR32S22D8-16-RAM-Laptop-Kingston-i.40255164.14371664284?sp_atk=fab94024-3d33-42b3-8643-fbbae2655fe4,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS ROG STRIX GEFORCE RTX 4090 24GB OC GDDR6X,39.200.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/310920533862439bde264fde7ce35e97-asus-rog-strix-geforce-rtx-4090-24gb-oc-gddr6x-1.webp'], Spesifikasi Produk :  Graphic Engine NVIDIA GeForce RTX 4090  Bus Standard PCI Express 4.0  OpenGL OpenGL4.6  Video Memory 24GB GDDR6X  Engine Clock OC mode: 2640 MHz Gaming mode: 2610 MHz (Boost Clock)  CUDA Core 16384  Memory Speed 21 Gbps  Memory Interface 384-bit  Resolution Digital Max Resolution 7680 x 4320  Interface Yes x 2 (Native HDMI 2.1a) Yes x 3 (Native DisplayPort 1.4a) HDCP Support Yes (2.3)  Maximum Display Support 4  NVlink/ Crossfire Support No  Accessories 1 x Collection Card 1 x Speedsetup Manual 1 x Adapter Cable 1 x ROG Graphics Card Holder 1 x ROG Velcro Hook & Loop 1 x Thank you Card  Software ASUS GPU Tweak III & GeForce Game Ready Driver & Studio Driver: please download all software from the support site.  Dimensions 357.6 x 149.3 x 70.1mm  Recommended PSU 1000W  Power Connectors 1 x 16-pin  Slot 3.5 Slot  AURA SYNC ARGB ,https://www.bukalapak.com/p/komputer/hardware/vga/4hlvzp4-jual-asus-rog-strix-geforce-rtx-4090-24gb-oc-gddr6x-vga-rtx4090-24gb,https://www.tokopedia.com/starcomporigin/asus-rog-strix-geforce-rtx-4090-24gb-oc-gddr6x-vga-rtx4090-24gb,https://shopee.co.id/ASUS-ROG-STRIX-GeForce-RTX-4090-24GB-OC-GDDR6X-VGA-RTX4090-24GB-i.40255164.22836946937?sp_atk=ae2e5eda-529e-47b2-9996-4a6ef1b21308&xptdk=ae2e5eda-529e-47b2-9996-4a6ef1b21308,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
MSI GEFORCE GTX 1650 D6 VENTUS XS 4G OC DDR6,2.360.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/e905b1c1fd35d2a15374fc9d15c5e26c_msi-geforce-gtx-1650-d6-ventus-xs-4g-oc-ddr6_1.webp', 'https://starcompjogja.com/storage/product/e905b1c1fd35d2a15374fc9d15c5e26c_msi-geforce-gtx-1650-d6-ventus-xs-4g-oc-ddr6_2.webp', 'https://starcompjogja.com/storage/product/9f59c3b272fc17b7a308f5305566bb21_msi-geforce-gtx-1650-d6-ventus-xs-4g-oc-ddr6_3.webp']", Specification :  MODEL NAME : GeForce® GTX 1650 D6 VENTUS XS OCV1 GRAPHICS PROCESSING UNIT : NVIDIA® GeForce® GTX 1650 INTERFACE : PCI Express x16 3.0 CORES : 1280 Units CORE CLOCKS : Boost: 1620 MHz MEMORY SPEED : 12 Gbps MEMORY : 4GB GDDR6 MEMORY BUS : 128-bit  OUTPUT : DisplayPort x 1(v1.4a) HDMI x 1(Supports 4K@60Hz as specified in HDMI 2.0b) DL-DVI-D x 1  HDCP SUPPORT : Y POWER CONSUMPTION : 75 W POWER CONNECTORS : 6-pin x 1 RECOMMENDED PSU : 300 W CARD DIMENSION (MM) : 180 x 115 x 42 mm WEIGHT (CARD / PACKAGE) : 520 g / 724 g DIRECTX VERSION SUPPORT : 12 API OPENGL VERSION SUPPORT : 4.6 AFTERBURNER OC : Y MAXIMUM DISPLAYS : 3 G-SYNC® TECHNOLOGY : Y ADAPTIVE VERTICAL SYNC : Y DIGITAL MAXIMUM RESOLUTION : 7680x4320 ,https://www.bukalapak.com/p/komputer/hardware/vga/3tb159s-jual-msi-geforce-gtx-1650-ventus-xs-4g-oc-edition-4gb-gddr6,https://www.tokopedia.com/starcomporigin/msi-vga-gtx-1650-d6-ventus-xs-4g-oc-gtx1650-ddr6,https://shopee.co.id/product/40255164/4855680814/,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GALAX GEFORCE GTX 1650 EX PLUS (1-CLICK OC) 4GB GDDR6,2.230.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/792e9591ccb7d6f792bfbaf77aced2f2_galax-geforce-gtx-1650-ex-plus-1-click-oc-4gb-gddr6_1.webp', 'https://starcompjogja.com/storage/product/284b3d2b984ba5532a004398454db7c9_galax-geforce-gtx-1650-ex-plus-1-click-oc-4gb-gddr6_2.webp', 'https://starcompjogja.com/storage/product/284b3d2b984ba5532a004398454db7c9_galax-geforce-gtx-1650-ex-plus-1-click-oc-4gb-gddr6_3.webp']"," Spesifikasi Produk :  • GPU Engine Specs: • CUDA Cores 896 • Boost Clock (MHz) 1605 • 1-Click OC Clock (MHz) 1635 (by installing Xtreme Tuner Plus Software and using 1-Click OC) • Memory Specs: • Memory Speed 12 Gbps • Memory Interface Width 128-bit GDDR6 • Memory Bandwidth (GB/sec) 192 • Display Support: • Multi Monitor 3 Displays • Standard Display Connectors DP 1.4, HDMI 2.0b, DVI-D • Standard Graphics Card Dimensions: • Dimensions(with Bracket) 215*126*39 mm • Dimensions(without Bracket) 200*111*33 mm • Power Specs: • Maximum Graphics Card Power (W) 90W • Minimum System Power Requirement (W) 300W ",https://www.bukalapak.com/p/komputer/hardware/vga/4hpxvig-jual-galax-geforce-gtx-1650-ex-plus-1-click-oc-4gb-gddr6-vga-gtx1650,https://www.tokopedia.com/starcomporigin/galax-geforce-gtx-1650-ex-plus-1-click-oc-4gb-gddr6-vga-gtx1650,https://shopee.co.id/product/40255164/23858551278/,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
